city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax
São Paulo,73,2,2,1,12,acept,not furnished,700,1250,150
Campinas,270,3,3,3,1,acept,not furnished,2500,7220,560
São Paulo,40,1,1,1,16,not acept,not furnished,900,3000,183
São Paulo,25,1,1,0,0,not acept,not furnished,0,836,0
São Paulo,112,3,2,1,8,acept,not furnished,810,3850,98
São Paulo,105,3,2,2,6,acept,not furnished,1002,2583,35
São Paulo,130,3,2,2,0,acept,not furnished,0,3300,108
Belo Horizonte,118,4,2,1,1,acept,not furnished,600,2300,111
Campinas,85,3,2,1,1,acept,not furnished,650,1300,75
São Paulo,380,4,4,3,0,acept,furnished,0,7500,0
Belo Horizonte,55,2,1,1,1,acept,not furnished,250,1200,83
São Paulo,109,3,2,1,2,acept,not furnished,1450,5300,0
Belo Horizonte,758,5,4,5,3,acept,not furnished,7630,15000,2752
Belo Horizonte,300,4,3,3,0,acept,not furnished,0,6290,519
Belo Horizonte,72,2,3,0,1,acept,furnished,826,2400,220
Belo Horizonte,148,4,3,2,12,acept,not furnished,1886,5500,399
Porto Alegre,75,2,1,0,9,acept,not furnished,450,1000,34
Rio de Janeiro,68,2,2,1,7,not acept,not furnished,655,1100,42
São Paulo,64,2,2,2,8,not acept,not furnished,800,2100,59
Belo Horizonte,206,4,3,2,4,acept,not furnished,1530,6500,565
São Paulo,320,3,4,3,8,acept,not furnished,3400,6800,1
Rio de Janeiro,116,3,3,2,2,not acept,not furnished,557,2500,230
Campinas,560,7,7,8,0,acept,not furnished,0,9000,911
São Paulo,320,4,3,4,5,acept,not furnished,3000,5200,292
Rio de Janeiro,55,1,1,1,1,acept,furnished,2750,2400,635
São Paulo,85,2,2,0,8,acept,furnished,850,4900,0
São Paulo,100,2,2,1,6,not acept,not furnished,1000,2690,8
São Paulo,400,5,5,5,0,acept,not furnished,0,6400,2500
Porto Alegre,220,3,2,2,0,acept,not furnished,0,2600,53
Rio de Janeiro,80,2,2,0,6,acept,furnished,810,2000,289
Campinas,66,1,1,2,2,acept,not furnished,577,1600,41
Porto Alegre,80,2,2,1,12,acept,not furnished,500,2000,0
São Paulo,260,5,4,4,12,acept,not furnished,3400,11000,1400
São Paulo,450,4,5,6,0,not acept,furnished,0,9000,1150
Porto Alegre,88,2,2,1,3,acept,not furnished,550,2100,800
Campinas,157,3,5,3,1,acept,not furnished,2300,7000,442
São Paulo,129,3,5,0,14,acept,not furnished,1200,6000,561
São Paulo,23,1,1,1,26,acept,not furnished,472,2300,59
São Paulo,692,5,6,5,0,acept,not furnished,4500,15000,1667
São Paulo,310,3,4,3,8,acept,not furnished,2400,4500,900
Porto Alegre,215,3,4,2,1,acept,not furnished,1900,3600,300
São Paulo,250,3,4,2,0,acept,not furnished,0,4200,192
São Paulo,140,3,2,2,13,not acept,not furnished,1475,2000,171
São Paulo,100,1,1,0,0,not acept,not furnished,0,950,0
Campinas,47,2,1,1,2,acept,not furnished,253,1200,20
Campinas,48,2,1,1,0,acept,not furnished,250,1200,40
São Paulo,71,2,3,2,13,not acept,not furnished,500,3700,50
São Paulo,70,2,1,2,0,not acept,not furnished,0,1400,85
São Paulo,67,2,1,1,3,not acept,not furnished,722,2600,198
São Paulo,120,3,2,1,0,acept,not furnished,0,1850,84
São Paulo,465,5,5,2,0,acept,furnished,0,8960,1500
Rio de Janeiro,120,3,2,0,5,acept,furnished,981,5000,168
São Paulo,92,2,1,0,9,not acept,not furnished,935,1790,0
Porto Alegre,78,3,2,2,6,acept,furnished,720,3500,169
Campinas,60,2,1,1,3,acept,not furnished,200,1100,84
São Paulo,100,3,1,1,10,acept,not furnished,700,1400,0
São Paulo,87,2,3,2,16,not acept,not furnished,541,5700,216
São Paulo,160,2,2,4,0,acept,not furnished,0,2975,117
São Paulo,100,2,3,2,7,acept,furnished,1110,4000,375
São Paulo,52,2,1,1,3,acept,not furnished,403,1300,10
São Paulo,109,4,2,2,13,acept,not furnished,1156,6500,319
Rio de Janeiro,26,1,1,0,8,not acept,not furnished,305,1280,0
São Paulo,270,4,5,2,4,acept,not furnished,4300,5500,1115
Belo Horizonte,208,3,4,3,0,acept,not furnished,0,6000,338
Belo Horizonte,20,1,1,1,1,not acept,not furnished,0,1000,0
São Paulo,50,2,1,1,5,acept,furnished,505,1100,11
Rio de Janeiro,138,2,1,0,3,acept,not furnished,810,1000,175
Campinas,58,2,2,2,8,not acept,furnished,347,3500,0
São Paulo,198,3,4,3,13,acept,furnished,2699,8000,917
São Paulo,115,4,4,3,2,acept,not furnished,2600,4000,417
Rio de Janeiro,128,3,3,2,3,acept,not furnished,2300,13000,726
São Paulo,66,1,1,0,6,acept,not furnished,532,3000,75
São Paulo,234,3,5,3,17,not acept,furnished,2750,14000,1334
São Paulo,380,4,4,6,0,acept,not furnished,0,6000,417
São Paulo,113,2,1,1,5,acept,not furnished,1000,3000,50
São Paulo,160,3,3,2,0,acept,not furnished,0,2500,192
Rio de Janeiro,80,2,1,0,3,not acept,not furnished,450,1100,0
São Paulo,33,2,1,0,0,not acept,not furnished,0,980,0
Porto Alegre,50,2,1,1,1,not acept,not furnished,100,1500,0
Rio de Janeiro,65,1,1,0,4,acept,not furnished,350,2200,30
São Paulo,40,1,1,0,0,acept,not furnished,0,850,34
São Paulo,261,3,4,4,7,acept,not furnished,2700,15000,834
Belo Horizonte,50,2,1,1,4,acept,not furnished,158,1140,0
Porto Alegre,281,4,4,2,5,acept,not furnished,1300,3500,410
São Paulo,119,2,1,1,0,not acept,not furnished,0,1700,84
Belo Horizonte,52,2,1,1,6,acept,not furnished,370,1000,111
Porto Alegre,40,1,1,0,2,not acept,not furnished,282,850,43
Porto Alegre,47,1,1,0,3,acept,not furnished,300,800,21
Porto Alegre,35,1,1,0,5,acept,not furnished,330,1000,20
São Paulo,40,1,1,0,0,not acept,not furnished,0,700,59
Belo Horizonte,55,2,1,1,3,acept,not furnished,170,750,0
Rio de Janeiro,72,2,1,1,10,acept,not furnished,870,1200,150
Porto Alegre,30,1,1,0,4,acept,not furnished,360,600,17
Rio de Janeiro,57,1,1,1,2,acept,not furnished,2900,11500,959
São Paulo,70,1,1,1,0,not acept,not furnished,0,1100,0
São Paulo,63,2,2,1,20,acept,not furnished,784,4500,136
São Paulo,220,3,4,3,11,acept,furnished,3300,8000,1000
São Paulo,126,4,3,4,0,acept,not furnished,0,3300,167
Porto Alegre,147,2,3,2,2,acept,furnished,400,7900,75
São Paulo,70,3,2,1,10,not acept,furnished,500,1940,77
São Paulo,99,2,1,1,14,acept,not furnished,800,1800,0
Rio de Janeiro,90,3,1,0,2,acept,not furnished,250,1500,140
Rio de Janeiro,100,2,1,0,1,not acept,not furnished,360,1700,2
Rio de Janeiro,48,1,1,0,6,acept,furnished,410,1300,25
Belo Horizonte,247,4,5,4,15,acept,furnished,2795,12500,1458
São Paulo,443,5,5,4,3,acept,furnished,4172,7000,1417
Rio de Janeiro,200,2,3,2,1,acept,not furnished,2500,5200,250
Belo Horizonte,360,4,3,4,0,not acept,not furnished,0,6500,181
São Paulo,20,1,1,0,0,acept,furnished,602,1800,130
Rio de Janeiro,90,3,2,0,3,acept,not furnished,1200,2570,242
São Paulo,297,4,4,6,0,acept,not furnished,0,3000,392
Porto Alegre,180,3,3,2,3,acept,not furnished,700,2700,175
São Paulo,54,1,2,1,13,acept,furnished,1150,6000,0
Porto Alegre,90,2,2,1,3,not acept,not furnished,400,2500,80
Campinas,105,3,3,2,12,acept,not furnished,1150,2300,208
Porto Alegre,67,2,1,1,8,not acept,furnished,600,2500,96
Campinas,45,1,1,0,1,acept,not furnished,0,770,34
Belo Horizonte,33,1,1,1,3,acept,not furnished,170,1600,9
São Paulo,45,1,1,0,2,not acept,not furnished,160,620,15
Porto Alegre,127,3,3,0,5,acept,not furnished,1295,1125,209
São Paulo,120,3,3,2,1,acept,furnished,1100,8950,0
São Paulo,75,2,1,1,13,acept,not furnished,600,1880,16
São Paulo,220,3,2,3,0,acept,furnished,0,7800,215
São Paulo,50,1,1,1,17,not acept,furnished,750,5000,0
Porto Alegre,115,3,2,1,3,acept,not furnished,900,2500,250
Campinas,75,2,2,1,3,acept,not furnished,706,2400,75
Rio de Janeiro,65,2,2,0,0,not acept,not furnished,0,1305,0
Rio de Janeiro,39,1,1,0,2,not acept,furnished,800,2300,98
São Paulo,200,2,3,2,0,acept,not furnished,0,4000,196
São Paulo,72,2,1,0,14,acept,not furnished,600,2560,0
Rio de Janeiro,108,2,2,1,7,not acept,furnished,1300,4500,350
São Paulo,32,1,1,1,1,acept,furnished,700,4500,128
São Paulo,106,3,2,1,8,not acept,not furnished,980,3200,260
Belo Horizonte,70,3,1,1,4,acept,not furnished,240,1100,100
Rio de Janeiro,120,3,2,1,2,acept,furnished,2000,4500,325
Campinas,55,1,1,0,4,acept,not furnished,490,500,37
São Paulo,100,3,1,0,5,acept,not furnished,900,1617,0
São Paulo,162,2,2,1,12,acept,furnished,1420,5000,0
São Paulo,75,2,1,1,2,acept,not furnished,710,1700,18
Campinas,44,1,1,0,7,acept,not furnished,260,670,12
São Paulo,130,2,2,2,11,not acept,not furnished,2200,7500,780
Campinas,147,4,3,1,0,acept,not furnished,0,3500,62
Porto Alegre,70,2,1,0,0,acept,not furnished,360,1150,15
Porto Alegre,64,2,2,2,5,acept,not furnished,410,2300,50
Rio de Janeiro,180,4,3,1,5,not acept,not furnished,1683,4000,482
Porto Alegre,42,2,1,0,1,acept,not furnished,360,1200,100
São Paulo,117,3,3,1,13,acept,not furnished,1500,4620,300
Rio de Janeiro,180,3,4,2,7,acept,furnished,1210,15000,369
São Paulo,65,3,2,1,10,not acept,not furnished,587,3250,113
São Paulo,29,1,1,0,1,not acept,furnished,250,1720,99
São Paulo,600,4,6,3,0,acept,furnished,200,12000,817
São Paulo,145,3,3,1,10,acept,furnished,1380,11000,375
São Paulo,310,4,4,4,21,acept,not furnished,4700,14000,1751
Belo Horizonte,260,4,4,3,8,not acept,not furnished,1665,5250,440
São Paulo,320,3,3,2,10,acept,not furnished,2200,8330,584
Belo Horizonte,70,3,1,1,3,acept,not furnished,180,980,0
Rio de Janeiro,35,1,1,0,3,acept,not furnished,320,800,0
Porto Alegre,320,3,4,4,0,acept,not furnished,0,4950,234
Porto Alegre,82,2,2,2,6,acept,not furnished,280,2800,92
São Paulo,62,2,2,1,2,acept,furnished,800,2580,84
Porto Alegre,60,3,1,0,3,acept,not furnished,265,1550,31
Porto Alegre,78,3,2,0,8,acept,not furnished,350,1700,61
São Paulo,385,4,5,6,3,acept,not furnished,4200,7000,2410
Porto Alegre,214,3,3,2,4,acept,not furnished,2500,3500,500
São Paulo,233,4,5,4,7,acept,furnished,3240,11000,92
Rio de Janeiro,60,2,1,1,8,acept,not furnished,700,1500,50
Belo Horizonte,22,1,1,0,3,not acept,furnished,420,1300,75
Rio de Janeiro,100,2,3,0,1,acept,not furnished,0,1700,130
São Paulo,90,2,1,1,2,acept,not furnished,1000,3000,50
Rio de Janeiro,60,2,2,0,4,not acept,not furnished,560,2500,83
São Paulo,22,1,1,0,25,acept,not furnished,385,2100,40
Porto Alegre,80,2,1,0,0,acept,furnished,0,1610,0
São Paulo,110,3,4,3,8,acept,not furnished,1364,2200,403
Rio de Janeiro,120,2,2,1,14,acept,not furnished,858,800,18
Belo Horizonte,193,3,3,1,0,acept,not furnished,0,13500,236
São Paulo,55,2,1,1,4,acept,not furnished,400,1460,0
Rio de Janeiro,165,3,3,1,5,acept,furnished,2000,7000,420
Porto Alegre,46,1,1,2,7,acept,not furnished,690,2400,98
Rio de Janeiro,55,2,1,0,1,acept,not furnished,450,2200,0
São Paulo,150,2,2,1,0,acept,not furnished,0,2954,1
São Paulo,57,1,1,0,8,acept,furnished,300,6000,17
Rio de Janeiro,160,3,2,1,3,acept,furnished,2000,6700,367
São Paulo,200,4,4,2,9,acept,furnished,3700,7000,850
Campinas,60,1,2,1,10,acept,not furnished,630,1338,72
São Paulo,180,3,2,1,11,acept,furnished,2900,4500,500
São Paulo,62,1,1,0,3,acept,not furnished,550,2100,0
Rio de Janeiro,90,3,2,1,12,acept,furnished,1000,3400,275
Rio de Janeiro,35,1,1,0,3,not acept,furnished,585,2300,92
São Paulo,95,2,1,1,8,acept,not furnished,1226,3200,92
São Paulo,320,5,5,4,4,acept,not furnished,5800,5500,1500
Rio de Janeiro,127,3,2,2,4,acept,not furnished,836,1700,124
São Paulo,210,3,2,2,11,acept,furnished,2600,5000,417
São Paulo,160,4,3,2,20,acept,furnished,1260,5600,334
São Paulo,273,3,2,5,0,not acept,not furnished,0,3355,215
São Paulo,211,4,5,4,2,acept,not furnished,1543,3800,714
São Paulo,145,2,3,2,16,acept,furnished,2000,10000,584
Porto Alegre,92,2,2,1,6,acept,not furnished,450,1900,67
Campinas,70,2,3,1,7,acept,not furnished,1196,2004,0
Campinas,254,3,4,2,0,acept,not furnished,0,3000,251
São Paulo,350,4,4,2,4,not acept,not furnished,3000,6000,1316
São Paulo,55,1,1,0,13,acept,not furnished,400,1177,0
São Paulo,80,3,2,2,5,acept,not furnished,1045,2400,227
São Paulo,280,3,3,4,21,acept,not furnished,2498,4500,1116
São Paulo,100,3,1,0,3,acept,not furnished,0,1970,0
Rio de Janeiro,98,3,2,1,2,acept,not furnished,1379,6000,239
São Paulo,85,2,3,1,14,acept,not furnished,709,3300,94
São Paulo,78,2,2,2,1,not acept,furnished,450,3500,155
São Paulo,58,2,1,1,6,acept,not furnished,770,1800,75
Rio de Janeiro,50,1,1,1,3,acept,not furnished,2208,2300,420
São Paulo,30,1,1,0,14,acept,not furnished,400,1600,0
São Paulo,75,2,1,1,4,acept,furnished,2065,6000,600
Campinas,350,4,6,6,0,acept,not furnished,1200,7330,55
São Paulo,136,3,4,3,2,acept,not furnished,1490,2800,500
São Paulo,290,3,3,3,0,acept,not furnished,0,8000,542
São Paulo,99,2,2,2,4,acept,not furnished,590,4000,122
Porto Alegre,750,5,3,6,0,not acept,furnished,0,7980,46
São Paulo,110,2,2,1,0,acept,not furnished,0,3500,125
Porto Alegre,340,2,3,2,5,acept,not furnished,1500,4000,317
São Paulo,178,2,1,1,9,not acept,not furnished,2900,3440,0
Belo Horizonte,28,1,1,1,0,not acept,furnished,550,1250,0
Belo Horizonte,38,1,1,0,2,not acept,not furnished,0,1300,0
Porto Alegre,254,3,4,2,0,acept,not furnished,0,6150,200
Porto Alegre,51,2,1,1,6,acept,not furnished,200,1050,75
São Paulo,134,3,3,2,18,acept,furnished,900,3500,390
São Paulo,38,1,1,1,16,acept,not furnished,450,2170,59
São Paulo,400,4,5,3,0,not acept,not furnished,0,15000,0
Rio de Janeiro,136,3,2,2,7,acept,furnished,2470,8000,558
São Paulo,250,4,5,2,17,acept,furnished,2000,12000,9
Campinas,94,2,2,2,3,acept,not furnished,890,4000,165
Rio de Janeiro,62,2,2,1,5,acept,furnished,585,1750,38
São Paulo,80,2,2,1,0,acept,furnished,0,2540,65
Campinas,89,3,1,1,5,not acept,not furnished,820,2050,150
Campinas,51,2,1,0,2,acept,not furnished,271,980,21
São Paulo,40,1,1,1,19,not acept,furnished,420,3899,208
Porto Alegre,47,1,1,1,3,not acept,furnished,400,2200,0
São Paulo,210,3,5,3,2,acept,furnished,1900,3800,0
São Paulo,230,4,4,4,1,acept,furnished,2300,13500,1084
São Paulo,70,2,2,1,5,acept,not furnished,495,2450,59
Porto Alegre,117,3,1,1,3,acept,not furnished,258,1550,100
Belo Horizonte,54,2,2,0,18,acept,not furnished,400,1100,0
São Paulo,105,2,1,0,0,acept,not furnished,0,1800,125
Rio de Janeiro,47,2,2,0,5,acept,furnished,990,4210,158
São Paulo,120,3,1,0,2,acept,not furnished,200,2100,167
Rio de Janeiro,284,4,6,2,5,acept,furnished,3300,11420,567
São Paulo,58,2,1,1,4,not acept,furnished,636,2493,80
Porto Alegre,95,2,1,1,3,acept,not furnished,300,2800,69
Rio de Janeiro,65,2,1,0,0,acept,not furnished,0,1000,47
Porto Alegre,188,3,4,2,0,acept,furnished,650,3800,0
Belo Horizonte,21,1,1,0,20,not acept,not furnished,160,850,60
São Paulo,65,2,2,1,13,not acept,furnished,700,3200,0
Rio de Janeiro,50,2,1,0,9,acept,furnished,620,1660,42
São Paulo,150,4,3,3,0,acept,not furnished,0,7500,109
Porto Alegre,90,3,3,1,1,acept,not furnished,320,2500,91
Belo Horizonte,400,3,3,6,0,acept,not furnished,1200,7200,218
Campinas,64,2,2,2,9,acept,not furnished,460,1964,134
São Paulo,80,2,1,1,2,not acept,not furnished,315,2156,0
São Paulo,300,3,5,4,12,not acept,not furnished,6593,6000,1974
São Paulo,240,3,3,2,0,acept,furnished,0,3840,152
São Paulo,50,2,1,1,7,not acept,furnished,465,1357,0
São Paulo,820,4,4,6,0,acept,not furnished,2500,13000,2500
Porto Alegre,58,1,1,1,4,acept,furnished,350,2300,139
São Paulo,230,3,2,2,7,acept,not furnished,1773,1965,441
Porto Alegre,43,1,1,1,21,acept,furnished,888,2450,107
São Paulo,280,6,6,3,0,acept,not furnished,0,5000,1118
São Paulo,54,2,1,1,1,acept,furnished,650,1350,0
Belo Horizonte,200,6,2,1,0,acept,not furnished,0,3400,134
São Paulo,360,3,5,6,17,acept,not furnished,7552,3000,4830
São Paulo,650,5,8,7,0,acept,furnished,0,15000,2667
Porto Alegre,38,1,1,0,1,acept,not furnished,300,850,34
Belo Horizonte,373,4,5,5,7,acept,not furnished,2601,15000,188
Porto Alegre,47,1,1,1,1,not acept,furnished,400,2200,0
São Paulo,133,3,2,2,0,acept,not furnished,0,4300,255
Belo Horizonte,150,4,2,2,1,acept,not furnished,1357,3700,211
Campinas,80,3,2,1,3,acept,not furnished,430,1200,74
São Paulo,129,4,2,3,2,acept,furnished,1100,5500,520
São Paulo,275,3,5,6,0,acept,furnished,0,13000,500
Rio de Janeiro,44,1,1,0,4,acept,not furnished,632,1700,86
Belo Horizonte,60,1,2,1,5,acept,not furnished,750,1900,163
Belo Horizonte,170,3,4,4,13,acept,not furnished,1978,8000,759
São Paulo,40,1,1,2,5,acept,not furnished,915,1559,169
Belo Horizonte,200,4,4,4,4,acept,not furnished,2500,4100,963
São Paulo,170,4,4,3,11,acept,not furnished,2500,2499,870
São Paulo,200,5,3,2,1,acept,not furnished,1480,9000,259
São Paulo,31,1,1,0,3,not acept,furnished,371,1900,0
Porto Alegre,135,3,2,1,8,acept,not furnished,1300,2165,209
São Paulo,400,3,3,1,3,acept,not furnished,3000,11000,142
Porto Alegre,70,2,1,0,0,acept,not furnished,320,1200,65
São Paulo,64,1,1,0,9,acept,not furnished,500,1750,0
Rio de Janeiro,73,2,1,1,4,acept,not furnished,625,1200,119
São Paulo,240,3,4,3,9,acept,not furnished,3211,5100,1102
São Paulo,115,2,1,1,0,acept,not furnished,0,1750,134
São Paulo,400,3,4,3,0,acept,not furnished,0,10000,1189
São Paulo,147,4,2,0,8,acept,not furnished,1150,2800,258
Belo Horizonte,58,2,1,1,1,acept,not furnished,500,750,80
Campinas,92,3,2,2,8,acept,not furnished,700,2000,145
São Paulo,330,3,6,4,0,acept,not furnished,0,8500,856
Porto Alegre,60,2,1,0,2,acept,not furnished,389,850,320
São Paulo,240,4,5,4,5,acept,not furnished,3000,6000,834
Porto Alegre,38,1,1,0,2,acept,not furnished,335,800,43
São Paulo,141,3,2,2,11,acept,not furnished,2200,6900,450
Porto Alegre,43,1,1,1,17,not acept,furnished,1050,2790,120
Porto Alegre,62,2,1,0,4,acept,not furnished,282,940,38
Campinas,50,2,1,1,4,not acept,not furnished,250,1500,35
Porto Alegre,75,2,1,1,7,acept,not furnished,350,1200,34
São Paulo,180,3,2,1,0,acept,not furnished,0,5400,459
Campinas,33,1,1,0,11,not acept,not furnished,290,600,10
São Paulo,580,6,6,8,0,acept,not furnished,0,10000,2800
São Paulo,136,3,3,2,1,not acept,not furnished,1680,3200,525
São Paulo,238,4,4,3,1,not acept,not furnished,2765,5000,1220
São Paulo,109,3,2,2,20,acept,furnished,1200,4500,417
São Paulo,90,2,1,0,0,acept,not furnished,0,2400,170
Porto Alegre,171,2,2,1,2,acept,not furnished,1000,2200,200
São Paulo,40,1,1,0,16,acept,not furnished,580,1105,0
Campinas,119,3,2,2,7,acept,not furnished,1650,1200,212
Belo Horizonte,330,5,7,5,10,acept,not furnished,1030,4800,973
São Paulo,60,1,1,1,2,acept,furnished,1072,4600,115
São Paulo,118,3,2,1,4,acept,furnished,1800,6000,22
São Paulo,134,2,2,1,7,not acept,furnished,1493,3400,239
São Paulo,280,3,4,1,0,acept,not furnished,1,3700,100
São Paulo,120,3,2,1,0,acept,not furnished,0,1800,109
São Paulo,288,4,6,4,1,acept,not furnished,3634,4200,1155
São Paulo,180,3,3,2,11,acept,not furnished,1300,4000,409
São Paulo,43,1,1,1,6,acept,not furnished,500,3000,11
São Paulo,57,1,1,0,7,acept,furnished,300,6000,17
São Paulo,200,3,3,0,0,acept,not furnished,0,4500,71
São Paulo,96,3,3,0,6,acept,not furnished,470,3572,30
São Paulo,320,4,5,4,0,acept,not furnished,300,6500,417
Belo Horizonte,110,3,2,2,1,acept,not furnished,380,2150,192
São Paulo,35,1,1,1,11,not acept,furnished,444,3290,124
São Paulo,270,4,5,6,0,acept,not furnished,0,11000,400
São Paulo,85,2,1,1,1,not acept,not furnished,539,1200,74
São Paulo,60,2,2,1,14,acept,furnished,600,3000,209
São Paulo,550,4,5,5,0,acept,not furnished,0,5000,875
São Paulo,45,1,1,0,11,not acept,not furnished,413,3800,81
São Paulo,130,3,2,2,0,acept,not furnished,0,5100,183
Rio de Janeiro,50,1,1,0,1,acept,not furnished,250,800,0
São Paulo,55,2,1,1,3,acept,not furnished,800,1800,42
Porto Alegre,47,1,1,1,1,not acept,furnished,400,2200,0
Belo Horizonte,192,4,3,3,2,acept,furnished,412,2400,196
São Paulo,70,2,2,2,3,acept,not furnished,700,1800,59
Porto Alegre,78,2,1,0,1,acept,not furnished,280,1480,32
Porto Alegre,45,1,1,1,1,acept,not furnished,320,900,84
Belo Horizonte,250,2,2,1,0,acept,not furnished,15,900,67
Rio de Janeiro,90,3,1,0,18,acept,furnished,500,2240,42
Rio de Janeiro,186,3,4,2,5,acept,not furnished,3000,13000,475
São Paulo,33,1,1,0,14,acept,not furnished,500,3999,0
Porto Alegre,250,5,4,5,0,acept,not furnished,0,4300,84
Rio de Janeiro,30,1,1,0,4,not acept,not furnished,307,1750,79
Rio de Janeiro,106,3,1,0,2,acept,not furnished,380,2000,80
São Paulo,72,2,2,1,1,acept,furnished,466,3000,93
São Paulo,90,2,1,1,1,acept,not furnished,1000,3000,50
São Paulo,102,3,2,1,10,acept,not furnished,950,3315,75
São Paulo,126,3,3,2,7,not acept,not furnished,2500,2500,317
São Paulo,220,3,2,1,0,acept,not furnished,0,5000,500
Porto Alegre,42,1,1,1,13,acept,not furnished,500,2300,50
São Paulo,69,2,1,1,6,acept,not furnished,600,1600,0
São Paulo,50,2,1,1,24,acept,not furnished,380,1490,0
São Paulo,120,4,3,2,8,acept,not furnished,2010,2210,334
São Paulo,160,3,3,3,10,acept,furnished,1850,3500,63
São Paulo,31,1,1,0,1,acept,furnished,550,2900,0
São Paulo,70,3,1,1,8,acept,not furnished,523,1100,0
São Paulo,37,1,1,1,8,acept,furnished,490,4000,90
São Paulo,63,1,1,1,9,not acept,furnished,1283,7400,286
Rio de Janeiro,57,2,1,0,7,acept,not furnished,430,1500,54
São Paulo,400,3,2,3,0,acept,not furnished,0,5500,1084
São Paulo,370,4,5,6,17,acept,not furnished,4300,14000,1900
Rio de Janeiro,255,4,3,0,6,acept,not furnished,2650,4500,692
São Paulo,110,2,2,1,1,acept,not furnished,1216,2700,1144
Rio de Janeiro,82,2,2,1,4,acept,not furnished,1900,2400,334
Rio de Janeiro,25,1,1,1,4,acept,not furnished,1850,2805,417
São Paulo,65,2,2,1,4,acept,furnished,730,1750,83
Belo Horizonte,45,1,1,0,10,acept,not furnished,300,800,108
Rio de Janeiro,95,2,2,2,11,acept,not furnished,1450,6300,267
Rio de Janeiro,55,1,2,1,2,acept,not furnished,650,1200,55
Belo Horizonte,96,3,2,2,1,acept,not furnished,600,2300,294
São Paulo,72,2,1,2,5,acept,furnished,600,3200,35
Belo Horizonte,44,2,1,0,4,not acept,not furnished,145,895,0
Belo Horizonte,2000,3,3,2,2,acept,furnished,3000,5000,200
São Paulo,49,2,1,1,16,acept,not furnished,350,1500,0
São Paulo,119,3,2,1,7,acept,not furnished,1011,3500,247
São Paulo,52,1,1,1,7,acept,not furnished,470,2000,89
São Paulo,80,2,1,1,19,acept,not furnished,740,1300,0
São Paulo,200,3,3,3,13,acept,furnished,2338,5000,835
São Paulo,181,3,4,3,8,not acept,furnished,2500,8000,903
Belo Horizonte,220,4,3,2,4,acept,not furnished,1263,2700,269
Porto Alegre,125,3,3,1,2,acept,not furnished,1070,2400,184
Campinas,55,1,1,0,1,acept,not furnished,550,915,57
Porto Alegre,28,1,1,0,1,acept,not furnished,99,1200,10
Porto Alegre,48,2,1,1,10,acept,furnished,380,1100,27
São Paulo,222,4,3,4,15,acept,not furnished,2600,6500,1000
São Paulo,138,3,3,2,0,acept,not furnished,0,2700,141
São Paulo,72,2,1,1,21,acept,not furnished,519,1701,155
São Paulo,171,4,4,4,1,acept,not furnished,2310,10000,85
Rio de Janeiro,55,1,2,1,15,acept,furnished,695,2750,50
Rio de Janeiro,120,2,3,1,9,acept,not furnished,1264,2600,225
São Paulo,102,3,3,2,15,acept,not furnished,1100,3990,150
São Paulo,118,3,3,2,6,acept,not furnished,1200,3500,534
São Paulo,55,2,1,0,2,not acept,not furnished,200,1260,0
Porto Alegre,197,4,3,2,4,acept,not furnished,2000,3200,325
São Paulo,49,1,1,0,0,not acept,not furnished,0,1350,0
Rio de Janeiro,45,1,1,0,1,not acept,furnished,750,3300,249
Campinas,104,2,2,2,7,acept,furnished,1100,4200,210
Campinas,73,3,2,2,17,acept,not furnished,570,2400,125
Porto Alegre,55,1,1,0,2,acept,furnished,320,1150,30
São Paulo,202,4,4,3,13,acept,not furnished,2200,6000,1000
São Paulo,54,2,1,1,3,acept,not furnished,660,1650,50
São Paulo,75,2,1,0,1,not acept,not furnished,0,1200,67
Rio de Janeiro,89,3,2,0,4,acept,not furnished,1100,2750,138
São Paulo,46,1,1,0,1,acept,furnished,350,1800,0
São Paulo,386,4,6,4,0,acept,not furnished,6700,4250,667
Porto Alegre,240,3,3,1,0,acept,not furnished,0,4000,392
São Paulo,61,3,2,1,4,acept,not furnished,550,3000,117
São Paulo,80,2,2,1,3,acept,not furnished,700,2200,0
Belo Horizonte,45,2,1,1,4,acept,furnished,180,1300,39
São Paulo,18,1,1,0,0,acept,not furnished,0,1720,0
São Paulo,30,1,1,1,14,acept,furnished,350,2580,83
São Paulo,300,4,4,6,1,acept,not furnished,550,3800,33
São Paulo,69,1,1,1,8,acept,not furnished,857,1200,100
Campinas,157,3,2,2,15,acept,not furnished,1290,2200,208
Rio de Janeiro,30,1,1,0,3,acept,not furnished,314,700,0
Belo Horizonte,32,1,1,0,9,not acept,not furnished,300,1000,100
Belo Horizonte,83,3,2,2,6,acept,not furnished,468,1600,130
São Paulo,55,2,2,2,3,acept,not furnished,780,2001,142
São Paulo,70,1,1,1,3,acept,not furnished,1000,2500,150
São Paulo,20,1,1,0,1,not acept,furnished,150,3142,67
Belo Horizonte,298,4,2,3,0,acept,not furnished,0,3044,186
Belo Horizonte,90,3,2,1,1,acept,not furnished,280,1300,100
São Paulo,147,2,2,1,8,acept,not furnished,1400,4000,314
São Paulo,48,1,1,1,0,acept,not furnished,0,2000,0
São Paulo,32,1,1,1,9,not acept,furnished,1500,3400,150
São Paulo,195,4,2,3,15,acept,not furnished,1475,2500,307
